,MSSubClass,LotArea,OverallQual,OverallCond,Houseage,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
458,70,5100,8,7,96,0.1,0.1,588.0,588.0,833,1666,7,1.0,1.0,228.0,192.0,63.0,161000
459,50,7015,5,4,71,161.0,185.0,524.0,709.0,979,1203,5,1.0,1.0,352.0,0.1,0.1,110000
460,60,8004,8,5,12,110.0,544.0,288.0,832.0,832,1935,8,0.1,2.0,552.0,0.1,150.0,263435
461,70,7200,7,9,85,0.1,350.0,0.1,560.0,575,1135,6,0.1,2.0,576.0,256.0,0.1,155000
462,20,8281,5,5,56,0.1,553.0,0.1,864.0,864,864,5,1.0,1.0,360.0,0.1,0.1,62383
463,70,11988,6,7,87,0.1,326.0,389.0,715.0,849,1660,6,1.0,1.0,240.0,0.1,0.1,188700
464,20,8430,5,5,43,136.0,616.0,424.0,1040.0,1040,1040,5,0.1,0.1,0.1,0.1,0.1,124000
465,120,3072,7,5,17,18.0,0.1,1375.0,1375.0,1414,1414,6,1.0,2.0,398.0,144.0,20.0,178740
466,20,10628,7,5,51,0.1,778.0,499.0,1277.0,1277,1277,5,1.0,2.0,526.0,0.1,0.1,167000
467,70,9480,5,7,79,224.0,386.0,342.0,728.0,888,1644,7,2.0,1.0,312.0,168.0,0.1,146500
468,20,11428,8,5,15,248.0,0.1,1626.0,1626.0,1634,1634,7,1.0,3.0,866.0,0.1,44.0,250000
469,60,9291,6,5,28,120.0,426.0,406.0,832.0,832,1710,7,0.1,2.0,506.0,144.0,70.0,187000
470,120,6820,8,5,36,0.1,368.0,0.1,1488.0,1502,1502,4,0.1,2.0,528.0,0.1,54.0,212000
471,60,11952,7,6,44,0.1,0.1,808.0,808.0,1161,1969,8,1.0,2.0,534.0,0.1,0.1,190000
472,180,3675,6,5,16,80.0,459.0,88.0,547.0,1072,1072,5,0.1,2.0,525.0,0.1,28.0,148000
473,20,14977,8,5,15,304.0,1350.0,626.0,1976.0,1976,1976,7,1.0,3.0,908.0,250.0,63.0,440000
474,120,5330,8,5,21,0.1,1196.0,298.0,1494.0,1652,1652,6,0.1,2.0,499.0,96.0,48.0,251000
475,20,8480,5,6,58,0.1,630.0,340.0,970.0,970,970,5,0.1,2.0,624.0,0.1,24.0,132500
476,20,13125,6,5,24,215.0,994.0,484.0,1478.0,1493,1493,7,1.0,2.0,508.0,140.0,39.0,208900
477,60,13693,9,5,15,772.0,0.1,2153.0,2153.0,2069,2643,9,1.0,3.0,694.0,414.0,84.0,380000
478,20,10637,8,5,14,336.0,1288.0,417.0,1705.0,1718,1718,7,1.0,3.0,826.0,208.0,44.0,297000
479,30,5925,4,7,84,435.0,168.0,739.0,907.0,1131,1131,7,0.1,2.0,672.0,0.1,72.0,89471
480,20,16033,9,5,17,378.0,1261.0,572.0,1833.0,1850,1850,8,1.0,3.0,772.0,519.0,112.0,326000
481,20,11846,9,5,18,562.0,1567.0,225.0,1792.0,1792,1792,6,1.0,3.0,874.0,206.0,49.0,374000
482,70,2500,7,8,106,0.1,299.0,611.0,910.0,916,1826,7,1.0,1.0,164.0,0.1,0.1,155000
483,120,4500,6,5,23,116.0,897.0,319.0,1216.0,1216,1216,5,0.1,2.0,402.0,0.1,125.0,164000
484,20,7758,5,7,59,0.1,588.0,411.0,999.0,999,999,6,0.1,1.0,264.0,0.1,132.0,132500
485,20,9600,5,7,71,0.1,607.0,506.0,1113.0,1113,1113,5,1.0,1.0,264.0,0.1,80.0,147000
486,20,10289,5,7,56,168.0,836.0,237.0,1073.0,1073,1073,6,0.1,2.0,515.0,0.1,0.1,156000
487,20,12243,5,6,50,0.1,998.0,486.0,1484.0,1484,1484,7,1.0,2.0,487.0,224.0,0.1,175000
488,190,10800,5,4,121,0.1,664.0,290.0,954.0,1766,2414,10,1.0,2.0,520.0,142.0,0.1,160000
489,180,1526,4,8,51,0.1,515.0,115.0,630.0,630,630,3,0.1,1.0,286.0,0.1,0.1,86000
490,160,2665,5,6,45,0.1,0.1,264.0,264.0,616,1304,4,1.0,1.0,336.0,141.0,24.0,115000
491,50,9490,6,7,80,0.1,403.0,238.0,806.0,958,1578,5,2.0,1.0,240.0,0.1,0.1,133000
492,60,15578,6,5,15,0.1,0.1,728.0,728.0,728,1456,8,0.1,2.0,429.0,0.1,0.1,172785
493,20,7931,5,6,61,0.1,374.0,363.0,1269.0,1269,1269,6,1.0,1.0,308.0,0.1,0.1,155000
494,30,5784,5,8,83,0.1,0.1,190.0,190.0,886,886,4,0.1,1.0,273.0,144.0,20.0,91300
495,30,7879,4,5,101,0.1,495.0,225.0,720.0,720,720,4,0.1,0.1,0.1,0.1,523.0,34900
496,20,12692,8,5,29,0.1,1231.0,1969.0,3200.0,3228,3228,10,1.0,2.0,546.0,264.0,75.0,430000
497,50,9120,7,6,96,0.1,329.0,697.0,1026.0,1133,1820,8,0.1,1.0,240.0,0.1,100.0,184000
498,20,7800,5,7,54,89.0,450.0,414.0,864.0,899,899,5,0.1,1.0,288.0,64.0,0.1,130000
499,20,7535,5,7,63,0.1,111.0,522.0,912.0,912,912,5,0.1,1.0,297.0,12.0,285.0,120000
500,160,1890,6,5,48,285.0,356.0,316.0,672.0,672,1218,7,0.1,1.0,264.0,144.0,28.0,113000
501,60,9803,7,5,16,0.1,400.0,466.0,866.0,866,1768,7,0.1,2.0,603.0,0.1,108.0,226700
502,20,9170,5,7,56,0.1,698.0,420.0,1214.0,1214,1214,6,0.1,2.0,461.0,0.1,0.1,140000
503,20,15602,7,8,62,0.1,1247.0,254.0,1501.0,1801,1801,6,2.0,2.0,484.0,0.1,54.0,289000
504,160,2308,6,5,47,0.1,257.0,103.0,855.0,855,1322,6,1.0,2.0,440.0,260.0,0.1,147000
505,90,7596,5,5,69,360.0,0.1,960.0,960.0,960,1960,10,0.1,2.0,400.0,0.1,0.1,124500
506,60,9554,8,5,28,125.0,380.0,397.0,777.0,1065,1911,8,1.0,2.0,471.0,182.0,81.0,215000
507,20,7862,6,5,12,0.1,27.0,1191.0,1218.0,1218,1218,4,0.1,2.0,676.0,0.1,102.0,208300
508,70,9600,7,9,93,0.1,141.0,548.0,689.0,689,1378,7,1.0,2.0,360.0,0.1,0.1,161000
509,20,9600,5,6,62,132.0,991.0,50.0,1041.0,1041,1041,6,0.1,1.0,270.0,224.0,88.0,124500
510,20,14559,5,7,70,70.0,650.0,178.0,1008.0,1363,1363,6,2.0,1.0,288.0,324.0,42.0,164900
511,120,6792,7,5,16,94.0,0.1,1368.0,1368.0,1368,1368,6,1.0,2.0,474.0,132.0,35.0,202665
512,20,9100,5,5,63,0.1,521.0,169.0,864.0,864,864,5,0.1,2.0,624.0,0.1,0.1,129900
513,20,9187,6,5,38,0.1,336.0,748.0,1084.0,1080,1080,5,0.1,2.0,484.0,120.0,0.1,134000
514,45,10594,5,5,95,0.1,0.1,768.0,768.0,789,789,5,0.1,1.0,200.0,0.1,0.1,96500
515,20,12220,10,5,12,305.0,1436.0,570.0,2006.0,2020,2020,9,1.0,3.0,900.0,156.0,54.0,402861
516,80,10448,6,6,49,333.0,0.1,689.0,689.0,1378,2119,7,1.0,2.0,583.0,0.1,104.0,158000
517,60,10208,7,5,25,921.0,0.1,1264.0,1264.0,1277,2344,7,1.0,3.0,889.0,220.0,0.1,265000
518,60,9531,6,5,23,0.1,706.0,88.0,794.0,882,1796,7,0.1,2.0,546.0,0.1,36.0,211000
519,70,10918,7,9,95,0.1,0.1,1276.0,1276.0,1276,2080,9,2.0,1.0,282.0,0.1,0.1,234000
520,190,10800,4,7,121,0.1,0.1,0.1,0.1,694,1294,7,0.1,0.1,0.1,220.0,114.0,106250
521,20,11988,6,6,64,0.1,777.0,467.0,1244.0,1244,1244,6,2.0,1.0,336.0,0.1,40.0,150000
522,50,5000,6,7,74,0.1,399.0,605.0,1004.0,1004,1664,7,2.0,2.0,420.0,0.1,24.0,159000
523,60,40094,10,5,14,762.0,2260.0,878.0,3138.0,3138,4676,11,1.0,3.0,884.0,208.0,406.0,184750
524,60,11787,7,5,25,594.0,719.0,660.0,1379.0,1383,2398,8,1.0,3.0,834.0,239.0,60.0,315750
525,20,7500,7,5,16,0.1,0.1,1257.0,1257.0,1266,1266,6,1.0,2.0,453.0,38.0,144.0,176000
526,20,13300,5,7,65,0.1,377.0,551.0,928.0,928,928,4,0.1,1.0,252.0,261.0,0.1,132000
527,60,14948,9,5,13,268.0,1330.0,122.0,1452.0,1476,2713,11,1.0,3.0,858.0,126.0,66.0,446261
528,30,9098,4,7,101,0.1,348.0,180.0,528.0,605,605,5,0.1,0.1,0.1,0.1,0.1,86000
530,80,10200,6,5,33,219.0,783.0,678.0,1461.0,1509,1509,5,1.0,2.0,600.0,224.0,0.1,175000
531,70,6155,6,8,101,0.1,0.1,611.0,611.0,751,1362,6,0.1,2.0,502.0,0.1,0.1,128000
532,20,7200,5,7,66,0.1,0.1,0.1,0.1,827,827,5,1.0,1.0,392.0,0.1,0.1,107500
533,20,5000,1,3,75,0.1,0.1,0.1,0.1,334,334,2,0.1,0.1,0.1,0.1,0.1,39300
534,60,9056,8,5,17,0.1,0.1,707.0,707.0,707,1414,6,1.0,2.0,403.0,100.0,35.0,178000
535,190,7000,5,7,111,0.1,969.0,148.0,1117.0,820,1347,5,0.1,0.1,0.1,85.0,0.1,107500
536,60,8924,7,5,23,0.1,0.1,880.0,880.0,880,1724,8,0.1,2.0,527.0,120.0,155.0,188000
537,20,12735,4,5,49,0.1,600.0,264.0,864.0,864,864,5,0.1,2.0,576.0,216.0,0.1,111250
538,20,11553,5,5,53,188.0,673.0,378.0,1051.0,1159,1159,7,1.0,1.0,336.0,466.0,0.1,158000
539,20,11423,8,5,20,479.0,1358.0,223.0,1581.0,1601,1601,6,1.0,2.0,670.0,180.0,0.1,272000
540,20,14601,9,5,15,584.0,1260.0,578.0,1838.0,1838,1838,8,1.0,3.0,765.0,270.0,68.0,315000
541,60,11000,8,5,21,72.0,0.1,969.0,969.0,997,2285,8,1.0,3.0,648.0,0.1,56.0,248000
542,20,10140,7,5,23,0.1,144.0,379.0,1650.0,1680,1680,7,1.0,2.0,583.0,78.0,73.0,213250
543,120,4058,7,5,23,182.0,584.0,0.1,723.0,767,767,4,0.1,1.0,367.0,120.0,40.0,133000
544,60,17104,7,5,15,0.1,554.0,100.0,654.0,664,1496,7,1.0,2.0,426.0,100.0,24.0,179665
545,50,13837,7,5,33,178.0,1002.0,0.1,1204.0,1377,2183,9,0.1,3.0,786.0,0.1,0.1,229000
546,50,8737,6,7,98,0.1,300.0,765.0,1065.0,915,1635,6,1.0,2.0,440.0,0.1,38.0,210000
547,85,7244,5,7,51,0.1,619.0,149.0,768.0,768,768,5,0.1,2.0,624.0,104.0,0.1,129500
548,20,8235,5,7,66,0.1,180.0,0.1,825.0,825,825,4,0.1,2.0,720.0,140.0,50.0,125000
549,60,9375,7,5,18,0.1,0.1,912.0,912.0,912,2094,8,1.0,2.0,615.0,182.0,182.0,263000
550,120,4043,6,6,44,0.1,559.0,510.0,1069.0,1069,1069,4,0.1,2.0,440.0,0.1,55.0,140000
551,20,6000,5,6,64,0.1,308.0,620.0,928.0,928,928,5,0.1,1.0,288.0,0.1,0.1,112500
552,20,11146,8,5,15,250.0,0.1,1709.0,1709.0,1717,1717,7,1.0,3.0,908.0,169.0,39.0,255500
553,20,8777,4,5,72,0.1,0.1,0.1,0.1,1126,1126,5,0.1,2.0,520.0,0.1,96.0,108000
554,60,10625,7,5,18,292.0,866.0,132.0,998.0,1006,2046,8,1.0,3.0,871.0,320.0,62.0,284000
555,45,6380,5,6,99,0.1,0.1,993.0,993.0,1048,1048,5,1.0,1.0,280.0,0.1,0.1,113000
556,20,14850,5,5,64,0.1,895.0,197.0,1092.0,1092,1092,6,1.0,1.0,299.0,268.0,0.1,141000
557,50,11040,4,6,101,0.1,637.0,0.1,637.0,897,1336,7,0.1,1.0,570.0,0.1,47.0,108000
558,60,21872,7,5,25,0.1,604.0,125.0,729.0,729,1446,6,1.0,2.0,406.0,264.0,22.0,175000
559,120,3196,7,5,18,18.0,0.1,1374.0,1374.0,1557,1557,7,1.0,2.0,420.0,143.0,20.0,234000
560,20,11341,5,6,64,180.0,1302.0,90.0,1392.0,1392,1392,5,1.0,2.0,528.0,0.1,0.1,121500
561,20,10010,5,5,47,0.1,1071.0,195.0,1389.0,1389,1389,6,1.0,2.0,418.0,240.0,38.0,170000
562,30,13907,5,6,81,0.1,290.0,706.0,996.0,996,996,6,1.0,0.1,0.1,144.0,0.1,108000
563,50,21780,6,7,103,0.1,0.1,1163.0,1163.0,1163,1674,8,1.0,2.0,396.0,72.0,36.0,185000
564,60,13346,7,5,29,0.1,728.0,367.0,1095.0,1166,2295,9,1.0,2.0,590.0,0.1,40.0,268000
565,70,6858,6,4,106,0.1,0.1,806.0,806.0,841,1647,6,0.1,1.0,216.0,0.1,66.0,128000
566,60,11198,9,5,16,245.0,0.1,1122.0,1122.0,1134,2504,11,1.0,3.0,656.0,144.0,39.0,325000
567,20,10171,7,5,17,168.0,2.0,1515.0,1517.0,1535,1535,7,0.1,2.0,532.0,0.1,0.1,214000
568,50,12327,8,8,38,0.1,1441.0,55.0,1496.0,1496,2132,5,1.0,2.0,612.0,349.0,40.0,316600
569,90,7032,5,5,42,0.1,943.0,0.1,943.0,943,943,4,2.0,2.0,600.0,42.0,0.1,135960
570,90,13101,5,5,56,108.0,231.0,1497.0,1728.0,1728,1728,10,0.1,2.0,576.0,0.1,0.1,142600
571,20,7332,6,6,62,207.0,414.0,450.0,864.0,864,864,4,0.1,1.0,288.0,168.0,0.1,120000
572,60,13159,7,5,12,0.1,0.1,846.0,846.0,846,1692,6,0.1,2.0,650.0,208.0,114.0,224500
573,80,9967,7,5,21,0.1,0.1,384.0,384.0,774,1430,8,1.0,2.0,400.0,100.0,0.1,170000
574,80,10500,5,7,50,82.0,349.0,23.0,372.0,576,1109,5,0.1,1.0,288.0,35.0,0.1,139000
575,50,8480,5,5,74,0.1,442.0,390.0,832.0,832,1216,6,0.1,1.0,336.0,158.0,0.1,118500
576,50,6292,7,7,93,0.1,0.1,861.0,861.0,877,1477,6,1.0,1.0,216.0,0.1,50.0,145000
577,80,11777,5,6,55,97.0,328.0,285.0,1164.0,1320,1320,6,2.0,2.0,564.0,160.0,68.0,164500
578,160,3604,7,5,14,0.1,0.1,689.0,689.0,703,1392,5,0.1,2.0,540.0,0.1,102.0,146000
579,50,12150,5,5,67,335.0,0.1,1050.0,1050.0,1050,1795,7,0.1,1.0,352.0,0.1,0.1,131500
580,20,14585,6,6,61,85.0,594.0,331.0,1144.0,1429,1429,7,2.0,2.0,572.0,216.0,110.0,181900
581,20,12704,8,5,13,306.0,0.1,2042.0,2042.0,2042,2042,8,1.0,3.0,1390.0,0.1,90.0,253293
582,90,11841,6,5,31,104.0,816.0,0.1,816.0,816,816,5,0.1,0.1,0.1,0.1,32.0,118500
583,75,13500,10,9,128,0.1,0.1,1237.0,1237.0,1521,2775,9,1.0,2.0,880.0,105.0,502.0,325000
584,50,6120,4,7,86,0.1,0.1,884.0,884.0,989,1573,6,0.1,1.0,240.0,0.1,0.1,133000
585,20,11443,8,5,16,208.0,1460.0,408.0,1868.0,2028,2028,7,2.0,3.0,880.0,326.0,66.0,369900
586,30,10267,6,7,103,0.1,210.0,0.1,816.0,838,838,5,0.1,1.0,275.0,0.1,0.1,130000
587,85,8740,5,6,39,0.1,672.0,168.0,840.0,860,860,4,0.1,2.0,528.0,0.1,0.1,137000
588,20,25095,5,8,53,0.1,1324.0,113.0,1437.0,1473,1473,5,2.0,1.0,452.0,0.1,48.0,143000
589,40,9100,5,6,91,0.1,0.1,742.0,742.0,779,935,4,0.1,1.0,308.0,0.1,0.1,79500
590,60,8320,7,5,17,0.1,490.0,280.0,770.0,770,1582,6,0.1,2.0,520.0,0.1,45.0,185900
591,60,13478,10,5,13,420.0,1338.0,384.0,1722.0,1728,2296,10,1.0,3.0,842.0,382.0,274.0,451950
592,20,6600,5,8,39,0.1,816.0,0.1,816.0,816,816,4,0.1,2.0,816.0,0.1,0.1,138000
593,120,4435,6,5,18,170.0,685.0,163.0,848.0,848,848,4,0.1,2.0,420.0,140.0,0.1,140000
594,20,7990,5,6,46,0.1,0.1,924.0,924.0,924,924,5,0.1,1.0,280.0,0.1,0.1,110000
595,20,11302,8,5,16,238.0,1422.0,392.0,1814.0,1826,1826,7,1.0,3.0,758.0,180.0,75.0,319000
596,70,3600,6,7,111,0.1,0.1,684.0,684.0,684,1368,7,0.1,1.0,216.0,0.1,158.0,114504
597,120,3922,7,5,15,72.0,0.1,1258.0,1258.0,1402,1402,7,1.0,3.0,648.0,120.0,16.0,194201
598,20,12984,5,6,44,459.0,1283.0,0.1,1430.0,1647,1647,7,1.0,2.0,621.0,0.1,0.1,217500
599,160,1950,6,6,41,0.1,81.0,23.0,716.0,716,1556,6,1.0,2.0,452.0,161.0,0.1,151000
600,60,10927,8,5,16,280.0,546.0,512.0,1058.0,1058,1904,8,1.0,2.0,736.0,179.0,60.0,275000
601,50,9000,6,6,84,0.1,0.1,780.0,780.0,780,1375,6,1.0,1.0,544.0,0.1,162.0,141000
602,60,10041,8,5,29,0.1,789.0,119.0,908.0,927,1915,8,1.0,2.0,506.0,120.0,150.0,220000
603,160,3182,7,5,17,0.1,0.1,600.0,600.0,600,1200,4,0.1,2.0,480.0,0.1,172.0,151000
604,20,12803,7,5,19,99.0,922.0,572.0,1494.0,1494,1494,6,1.0,2.0,530.0,192.0,36.0,221000
605,60,13600,7,6,56,176.0,454.0,314.0,768.0,1186,1986,7,3.0,2.0,486.0,0.1,42.0,205000
606,20,12464,5,5,25,0.1,732.0,308.0,1040.0,1040,1040,6,0.1,2.0,576.0,168.0,0.1,152000
607,20,7800,5,8,73,0.1,603.0,293.0,896.0,1112,2008,8,0.1,1.0,230.0,103.0,0.1,225000
608,70,12168,8,6,87,0.1,428.0,537.0,965.0,1940,3194,10,2.0,2.0,380.0,0.1,0.1,359100
609,20,7943,4,5,60,192.0,903.0,126.0,1029.0,1029,1029,5,0.1,1.0,261.0,64.0,0.1,118500
610,60,11050,9,5,21,204.0,904.0,536.0,1440.0,1476,2153,8,2.0,3.0,736.0,253.0,142.0,313000
611,80,10395,6,6,43,233.0,605.0,427.0,1032.0,1032,1032,6,1.0,2.0,564.0,0.1,0.1,148000
612,60,11885,8,5,20,108.0,990.0,309.0,1299.0,1299,1872,7,1.0,2.0,531.0,160.0,122.0,261500
613,20,8402,5,5,14,0.1,206.0,914.0,1120.0,1120,1120,6,0.1,0.1,0.1,0.1,30.0,147000
614,180,1491,4,6,49,0.1,150.0,0.1,630.0,630,630,3,0.1,0.1,0.1,96.0,24.0,75500
615,85,8800,6,7,58,156.0,763.0,173.0,936.0,1054,1054,6,0.1,2.0,480.0,120.0,0.1,137500
616,60,7861,6,5,19,0.1,457.0,326.0,783.0,807,1509,7,1.0,2.0,393.0,100.0,75.0,183200
617,45,7227,6,6,67,0.1,0.1,832.0,832.0,832,832,4,0.1,2.0,528.0,0.1,0.1,105500
618,20,11694,9,5,14,452.0,48.0,1774.0,1822.0,1828,1828,9,1.0,3.0,774.0,0.1,108.0,314813
619,60,12244,8,5,18,226.0,871.0,611.0,1482.0,1482,2262,10,2.0,3.0,749.0,168.0,0.1,305000
620,30,8248,3,3,107,0.1,41.0,823.0,864.0,864,864,5,0.1,0.1,0.1,0.1,0.1,67000
621,60,10800,6,7,47,0.1,956.0,384.0,1522.0,1548,2614,9,1.0,2.0,624.0,38.0,243.0,240000
622,20,7064,5,6,44,153.0,560.0,420.0,980.0,980,980,6,0.1,2.0,484.0,192.0,0.1,135000
623,160,2117,6,5,21,513.0,420.0,336.0,756.0,756,1512,4,1.0,2.0,440.0,0.1,32.0,168500
624,60,10400,6,5,49,288.0,247.0,485.0,732.0,1012,1790,8,1.0,2.0,484.0,148.0,0.1,165150
625,20,10000,6,6,59,261.0,0.1,1116.0,1116.0,1116,1116,5,0.1,2.0,440.0,0.1,0.1,160000
626,20,12342,5,5,61,0.1,0.1,978.0,978.0,1422,1422,6,1.0,1.0,286.0,0.1,0.1,139900
627,80,9600,6,6,66,164.0,674.0,350.0,1156.0,1520,1520,7,2.0,1.0,364.0,0.1,0.1,153000
628,60,11606,5,5,52,192.0,650.0,390.0,1040.0,1040,2080,9,2.0,2.0,504.0,335.0,0.1,135000
629,80,9020,6,5,57,259.0,624.0,288.0,1248.0,1350,1350,6,0.1,2.0,520.0,176.0,0.1,168500
630,70,9000,5,6,141,0.1,0.1,636.0,636.0,1089,1750,8,0.1,1.0,240.0,0.1,0.1,124000
631,120,4590,8,5,15,108.0,24.0,1530.0,1554.0,1554,1554,6,1.0,2.0,627.0,156.0,73.0,209500
632,20,11900,7,5,44,209.0,822.0,564.0,1386.0,1411,1411,6,1.0,2.0,544.0,192.0,0.1,82500
633,20,9250,5,7,67,0.1,480.0,108.0,1056.0,1056,1056,6,0.1,1.0,260.0,390.0,0.1,139400
634,90,6979,6,5,41,0.1,1056.0,0.1,1056.0,1056,1056,4,0.1,2.0,576.0,264.0,56.0,144000
635,190,10896,6,7,107,0.1,256.0,1184.0,1440.0,1440,3395,14,0.1,0.1,0.1,0.1,110.0,200000
636,30,6120,2,3,85,0.1,0.1,264.0,264.0,800,800,4,1.0,0.1,0.1,0.1,0.1,60000
637,190,6000,5,4,67,0.1,0.1,811.0,811.0,811,1387,7,0.1,1.0,256.0,0.1,0.1,93000
638,30,8777,5,7,111,0.1,0.1,796.0,796.0,796,796,4,0.1,0.1,0.1,328.0,0.1,85000
639,120,3982,8,5,15,0.1,1154.0,366.0,1520.0,1567,1567,7,1.0,3.0,648.0,312.0,0.1,264561
640,120,12677,8,5,18,472.0,1218.0,300.0,1518.0,1518,1518,6,1.0,2.0,588.0,185.0,140.0,274000
641,60,7050,7,5,20,0.1,738.0,319.0,1057.0,1057,1929,7,1.0,2.0,650.0,0.1,235.0,226000
642,80,13860,8,7,49,0.1,1410.0,542.0,1952.0,2000,2704,9,3.0,2.0,538.0,269.0,111.0,345000
643,60,10793,5,5,52,263.0,493.0,0.1,780.0,780,1620,7,0.1,2.0,462.0,208.0,0.1,152000
644,20,9187,9,5,12,162.0,1121.0,645.0,1766.0,1766,1766,7,1.0,3.0,478.0,195.0,130.0,370878
645,20,10530,6,5,50,0.1,282.0,664.0,981.0,981,981,5,0.1,2.0,576.0,0.1,312.0,143250
646,20,7200,5,5,71,0.1,0.1,0.1,0.1,1048,1048,7,0.1,2.0,420.0,0.1,27.0,98300
647,20,10452,6,5,68,216.0,500.0,594.0,1094.0,1094,1094,5,2.0,2.0,495.0,0.1,0.1,155000
648,60,7700,6,5,55,351.0,0.1,756.0,756.0,1051,1839,7,1.0,2.0,442.0,0.1,124.0,155000
649,180,1936,4,6,51,0.1,131.0,0.1,630.0,630,630,3,0.1,0.1,0.1,0.1,0.1,84500
651,70,9084,4,5,81,0.1,0.1,755.0,755.0,755,1510,7,1.0,1.0,296.0,120.0,0.1,108000
652,60,8750,7,5,25,0.1,0.1,880.0,880.0,909,1716,7,1.0,2.0,512.0,0.1,120.0,191000
653,50,10320,6,7,115,0.1,0.1,756.0,756.0,756,1469,7,0.1,1.0,216.0,57.0,0.1,135000
654,20,10437,8,6,26,660.0,1696.0,413.0,2109.0,2113,2113,7,1.0,3.0,839.0,236.0,46.0,350000
655,160,1680,6,5,50,381.0,0.1,525.0,525.0,525,1092,6,0.1,1.0,264.0,0.1,0.1,88000
656,20,10007,5,7,62,54.0,806.0,247.0,1053.0,1053,1053,5,0.1,1.0,312.0,0.1,0.1,145500
657,70,7200,7,6,90,0.1,0.1,776.0,776.0,851,1502,6,1.0,1.0,270.0,0.1,0.1,149000
658,50,17503,6,5,73,0.1,0.1,912.0,912.0,912,1458,6,1.0,1.0,330.0,192.0,0.1,97500
659,20,9937,5,7,57,0.1,637.0,849.0,1486.0,1486,1486,7,0.1,2.0,480.0,0.1,0.1,167000
660,60,12384,7,7,45,233.0,0.1,793.0,793.0,1142,1935,7,1.0,2.0,550.0,0.1,113.0,197900
661,60,46589,8,7,27,528.0,1361.0,88.0,1629.0,1686,2448,8,1.0,3.0,711.0,517.0,76.0,402000
662,20,13560,6,3,53,216.0,0.1,1392.0,1392.0,1392,1392,5,2.0,2.0,576.0,0.1,0.1,110000
663,85,10012,4,5,49,0.1,920.0,38.0,1138.0,1181,1181,6,0.1,2.0,588.0,0.1,0.1,137500
664,20,20896,8,5,16,0.1,1721.0,356.0,2077.0,2097,2097,8,1.0,3.0,1134.0,192.0,267.0,423000
665,60,11194,8,5,21,40.0,0.1,1406.0,1406.0,1454,1936,7,1.0,2.0,504.0,188.0,124.0,230500
666,60,18450,6,5,56,113.0,187.0,111.0,1021.0,1465,2380,7,1.0,2.0,596.0,0.1,265.0,129000
667,20,8125,6,5,27,258.0,1138.0,270.0,1408.0,1679,1679,7,1.0,2.0,575.0,224.0,42.0,193500
668,20,14175,5,6,65,0.1,988.0,200.0,1188.0,1437,1437,6,1.0,2.0,576.0,304.0,0.1,168000
669,30,11600,4,5,99,0.1,0.1,700.0,700.0,1180,1180,5,1.0,1.0,252.0,0.1,0.1,137500
670,60,8633,6,5,16,0.1,193.0,545.0,738.0,738,1476,7,0.1,2.0,540.0,100.0,35.0,173500
671,70,6629,6,6,96,0.1,551.0,121.0,672.0,697,1369,6,0.1,1.0,300.0,147.0,0.1,103600
672,20,11250,6,6,44,0.1,767.0,441.0,1208.0,1208,1208,6,1.0,2.0,546.0,198.0,42.0,165000
673,20,14442,6,7,64,106.0,1186.0,291.0,1477.0,1839,1839,7,2.0,2.0,416.0,0.1,87.0,257500
674,20,9200,6,6,56,0.1,892.0,244.0,1136.0,1136,1136,5,1.0,1.0,384.0,426.0,0.1,140000
675,160,2289,6,6,43,0.1,311.0,544.0,855.0,855,1441,7,1.0,2.0,440.0,28.0,0.1,148500
676,70,9600,4,2,121,0.1,0.1,1095.0,1095.0,1095,1774,8,0.1,3.0,779.0,0.1,0.1,87000
677,30,9022,5,8,97,0.1,0.1,768.0,768.0,792,792,5,0.1,1.0,240.0,316.0,0.1,109500
678,20,11844,8,5,13,464.0,0.1,2046.0,2046.0,2046,2046,7,1.0,3.0,834.0,322.0,82.0,372500
679,20,9945,5,5,60,57.0,827.0,161.0,988.0,988,988,5,0.1,2.0,572.0,0.1,0.1,128500
680,120,8012,6,5,41,0.1,543.0,261.0,923.0,923,923,5,1.0,1.0,264.0,80.0,0.1,143000
681,50,4500,5,5,89,0.1,182.0,611.0,793.0,848,1520,6,0.1,1.0,281.0,0.1,0.1,159434
682,120,2887,6,5,25,0.1,1003.0,288.0,1291.0,1291,1291,6,1.0,2.0,431.0,307.0,0.1,173000
683,20,11248,9,5,19,215.0,1059.0,567.0,1626.0,1668,1668,7,1.0,3.0,702.0,257.0,45.0,285000
684,60,16770,7,5,23,30.0,0.1,1195.0,1195.0,1195,1839,7,0.1,2.0,486.0,0.1,81.0,221000
685,160,5062,7,5,37,0.1,828.0,180.0,1190.0,1190,2090,6,1.0,2.0,577.0,219.0,0.1,207500
686,60,10207,7,6,14,0.1,0.1,874.0,874.0,874,1761,7,0.1,2.0,578.0,144.0,105.0,227875
687,160,5105,7,5,17,0.1,239.0,312.0,551.0,551,1102,4,0.1,2.0,480.0,0.1,60.0,148800
688,20,8089,8,6,14,0.1,945.0,474.0,1419.0,1419,1419,7,1.0,2.0,567.0,140.0,0.1,392000
689,120,7577,6,5,16,256.0,20.0,1342.0,1362.0,1362,1362,6,1.0,2.0,460.0,192.0,28.0,194700
