ап1,MSSubClass,LotArea,OverallQual,OverallCond,Houseage,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
585,20,11443,8,5,16,208,1460,408,1868,2028,2028,7,2,3,880,326,66,369900
586,30,10267,6,7,103,0.1,210,0.1,816,838,838,5,0.1,1,275,0.1,0.1,130000
587,85,8740,5,6,39,0.1,672,168,840,860,860,4,0.1,2,528,0.1,0.1,137000
588,20,25095,5,8,53,0.1,1324,113,1437,1473,1473,5,2,1,452,0.1,48,143000
589,40,9100,5,6,91,0.1,0.1,742,742,779,935,4,0.1,1,308,0.1,0.1,79500
590,60,8320,7,5,17,0.1,490,280,770,770,1582,6,0.1,2,520,0.1,45,185900
591,60,13478,10,5,13,420,1338,384,1722,1728,2296,10,1,3,842,382,274,451950
592,20,6600,5,8,39,0.1,816,0.1,816,816,816,4,0.1,2,816,0.1,0.1,138000
593,120,4435,6,5,18,170,685,163,848,848,848,4,0.1,2,420,140,0.1,140000
594,20,7990,5,6,46,0.1,0.1,924,924,924,924,5,0.1,1,280,0.1,0.1,110000
595,20,11302,8,5,16,238,1422,392,1814,1826,1826,7,1,3,758,180,75,319000
596,70,3600,6,7,111,0.1,0.1,684,684,684,1368,7,0.1,1,216,0.1,158,114504
597,120,3922,7,5,15,72,0.1,1258,1258,1402,1402,7,1,3,648,120,16,194201
598,20,12984,5,6,44,459,1283,0.1,1430,1647,1647,7,1,2,621,0.1,0.1,217500
599,160,1950,6,6,41,0.1,81,23,716,716,1556,6,1,2,452,161,0.1,151000
600,60,10927,8,5,16,280,546,512,1058,1058,1904,8,1,2,736,179,60,275000
601,50,9000,6,6,84,0.1,0.1,780,780,780,1375,6,1,1,544,0.1,162,141000
602,60,10041,8,5,29,0.1,789,119,908,927,1915,8,1,2,506,120,150,220000
603,160,3182,7,5,17,0.1,0.1,600,600,600,1200,4,0.1,2,480,0.1,172,151000
604,20,12803,7,5,19,99,922,572,1494,1494,1494,6,1,2,530,192,36,221000
605,60,13600,7,6,56,176,454,314,768,1186,1986,7,3,2,486,0.1,42,205000
606,20,12464,5,5,25,0.1,732,308,1040,1040,1040,6,0.1,2,576,168,0.1,152000
607,20,7800,5,8,73,0.1,603,293,896,1112,2008,8,0.1,1,230,103,0.1,225000
608,70,12168,8,6,87,0.1,428,537,965,1940,3194,10,2,2,380,0.1,0.1,359100
609,20,7943,4,5,60,192,903,126,1029,1029,1029,5,0.1,1,261,64,0.1,118500
610,60,11050,9,5,21,204,904,536,1440,1476,2153,8,2,3,736,253,142,313000
611,80,10395,6,6,43,233,605,427,1032,1032,1032,6,1,2,564,0.1,0.1,148000
612,60,11885,8,5,20,108,990,309,1299,1299,1872,7,1,2,531,160,122,261500
613,20,8402,5,5,14,0.1,206,914,1120,1120,1120,6,0.1,0.1,0.1,0.1,30,147000
614,180,1491,4,6,49,0.1,150,0.1,630,630,630,3,0.1,0.1,0.1,96,24,75500
615,85,8800,6,7,58,156,763,173,936,1054,1054,6,0.1,2,480,120,0.1,137500
616,60,7861,6,5,19,0.1,457,326,783,807,1509,7,1,2,393,100,75,183200
617,45,7227,6,6,67,0.1,0.1,832,832,832,832,4,0.1,2,528,0.1,0.1,105500
618,20,11694,9,5,14,452,48,1774,1822,1828,1828,9,1,3,774,0.1,108,314813
619,60,12244,8,5,18,226,871,611,1482,1482,2262,10,2,3,749,168,0.1,305000
620,30,8248,3,3,107,0.1,41,823,864,864,864,5,0.1,0.1,0.1,0.1,0.1,67000
621,60,10800,6,7,47,0.1,956,384,1522,1548,2614,9,1,2,624,38,243,240000
622,20,7064,5,6,44,153,560,420,980,980,980,6,0.1,2,484,192,0.1,135000
623,160,2117,6,5,21,513,420,336,756,756,1512,4,1,2,440,0.1,32,168500
624,60,10400,6,5,49,288,247,485,732,1012,1790,8,1,2,484,148,0.1,165150
625,20,10000,6,6,59,261,0.1,1116,1116,1116,1116,5,0.1,2,440,0.1,0.1,160000
626,20,12342,5,5,61,0.1,0.1,978,978,1422,1422,6,1,1,286,0.1,0.1,139900
627,80,9600,6,6,66,164,674,350,1156,1520,1520,7,2,1,364,0.1,0.1,153000
628,60,11606,5,5,52,192,650,390,1040,1040,2080,9,2,2,504,335,0.1,135000
629,80,9020,6,5,57,259,624,288,1248,1350,1350,6,0.1,2,520,176,0.1,168500
630,70,9000,5,6,141,0.1,0.1,636,636,1089,1750,8,0.1,1,240,0.1,0.1,124000
631,120,4590,8,5,15,108,24,1530,1554,1554,1554,6,1,2,627,156,73,209500
632,20,11900,7,5,44,209,822,564,1386,1411,1411,6,1,2,544,192,0.1,82500
633,20,9250,5,7,67,0.1,480,108,1056,1056,1056,6,0.1,1,260,390,0.1,139400
634,90,6979,6,5,41,0.1,1056,0.1,1056,1056,1056,4,0.1,2,576,264,56,144000
635,190,10896,6,7,107,0.1,256,1184,1440,1440,3395,14,0.1,0.1,0.1,0.1,110,200000
636,30,6120,2,3,85,0.1,0.1,264,264,800,800,4,1,0.1,0.1,0.1,0.1,60000
637,190,6000,5,4,67,0.1,0.1,811,811,811,1387,7,0.1,1,256,0.1,0.1,93000
638,30,8777,5,7,111,0.1,0.1,796,796,796,796,4,0.1,0.1,0.1,328,0.1,85000
639,120,3982,8,5,15,0.1,1154,366,1520,1567,1567,7,1,3,648,312,0.1,264561
640,120,12677,8,5,18,472,1218,300,1518,1518,1518,6,1,2,588,185,140,274000
641,60,7050,7,5,20,0.1,738,319,1057,1057,1929,7,1,2,650,0.1,235,226000
642,80,13860,8,7,49,0.1,1410,542,1952,2000,2704,9,3,2,538,269,111,345000
643,60,10793,5,5,52,263,493,0.1,780,780,1620,7,0.1,2,462,208,0.1,152000
644,20,9187,9,5,12,162,1121,645,1766,1766,1766,7,1,3,478,195,130,370878
645,20,10530,6,5,50,0.1,282,664,981,981,981,5,0.1,2,576,0.1,312,143250
646,20,7200,5,5,71,0.1,0.1,0.1,0.1,1048,1048,7,0.1,2,420,0.1,27,98300
647,20,10452,6,5,68,216,500,594,1094,1094,1094,5,2,2,495,0.1,0.1,155000
648,60,7700,6,5,55,351,0.1,756,756,1051,1839,7,1,2,442,0.1,124,155000
649,180,1936,4,6,51,0.1,131,0.1,630,630,630,3,0.1,0.1,0.1,0.1,0.1,84500
651,70,9084,4,5,81,0.1,0.1,755,755,755,1510,7,1,1,296,120,0.1,108000
652,60,8750,7,5,25,0.1,0.1,880,880,909,1716,7,1,2,512,0.1,120,191000
653,50,10320,6,7,115,0.1,0.1,756,756,756,1469,7,0.1,1,216,57,0.1,135000
654,20,10437,8,6,26,660,1696,413,2109,2113,2113,7,1,3,839,236,46,350000
655,160,1680,6,5,50,381,0.1,525,525,525,1092,6,0.1,1,264,0.1,0.1,88000
656,20,10007,5,7,62,54,806,247,1053,1053,1053,5,0.1,1,312,0.1,0.1,145500
657,70,7200,7,6,90,0.1,0.1,776,776,851,1502,6,1,1,270,0.1,0.1,149000
658,50,17503,6,5,73,0.1,0.1,912,912,912,1458,6,1,1,330,192,0.1,97500
659,20,9937,5,7,57,0.1,637,849,1486,1486,1486,7,0.1,2,480,0.1,0.1,167000
660,60,12384,7,7,45,233,0.1,793,793,1142,1935,7,1,2,550,0.1,113,197900
661,60,46589,8,7,27,528,1361,88,1629,1686,2448,8,1,3,711,517,76,402000
662,20,13560,6,3,53,216,0.1,1392,1392,1392,1392,5,2,2,576,0.1,0.1,110000
663,85,10012,4,5,49,0.1,920,38,1138,1181,1181,6,0.1,2,588,0.1,0.1,137500
664,20,20896,8,5,16,0.1,1721,356,2077,2097,2097,8,1,3,1134,192,267,423000
665,60,11194,8,5,21,40,0.1,1406,1406,1454,1936,7,1,2,504,188,124,230500
666,60,18450,6,5,56,113,187,111,1021,1465,2380,7,1,2,596,0.1,265,129000
667,20,8125,6,5,27,258,1138,270,1408,1679,1679,7,1,2,575,224,42,193500
668,20,14175,5,6,65,0.1,988,200,1188,1437,1437,6,1,2,576,304,0.1,168000
669,30,11600,4,5,99,0.1,0.1,700,700,1180,1180,5,1,1,252,0.1,0.1,137500
670,60,8633,6,5,16,0.1,193,545,738,738,1476,7,0.1,2,540,100,35,173500
671,70,6629,6,6,96,0.1,551,121,672,697,1369,6,0.1,1,300,147,0.1,103600
672,20,11250,6,6,44,0.1,767,441,1208,1208,1208,6,1,2,546,198,42,165000
673,20,14442,6,7,64,106,1186,291,1477,1839,1839,7,2,2,416,0.1,87,257500
674,20,9200,6,6,56,0.1,892,244,1136,1136,1136,5,1,1,384,426,0.1,140000
675,160,2289,6,6,43,0.1,311,544,855,855,1441,7,1,2,440,28,0.1,148500
676,70,9600,4,2,121,0.1,0.1,1095,1095,1095,1774,8,0.1,3,779,0.1,0.1,87000
677,30,9022,5,8,97,0.1,0.1,768,768,792,792,5,0.1,1,240,316,0.1,109500
678,20,11844,8,5,13,464,0.1,2046,2046,2046,2046,7,1,3,834,322,82,372500
679,20,9945,5,5,60,57,827,161,988,988,988,5,0.1,2,572,0.1,0.1,128500
680,120,8012,6,5,41,0.1,543,261,923,923,923,5,1,1,264,80,0.1,143000
681,50,4500,5,5,89,0.1,182,611,793,848,1520,6,0.1,1,281,0.1,0.1,159434
682,120,2887,6,5,25,0.1,1003,288,1291,1291,1291,6,1,2,431,307,0.1,173000
683,20,11248,9,5,19,215,1059,567,1626,1668,1668,7,1,3,702,257,45,285000
684,60,16770,7,5,23,30,0.1,1195,1195,1195,1839,7,0.1,2,486,0.1,81,221000
685,160,5062,7,5,37,0.1,828,180,1190,1190,2090,6,1,2,577,219,0.1,207500
686,60,10207,7,6,14,0.1,0.1,874,874,874,1761,7,0.1,2,578,144,105,227875
687,160,5105,7,5,17,0.1,239,312,551,551,1102,4,0.1,2,480,0.1,60,148800
688,20,8089,8,6,14,0.1,945,474,1419,1419,1419,7,1,2,567,140,0.1,392000
689,120,7577,6,5,16,256,20,1342,1362,1362,1362,6,1,2,460,192,28,194700
690,120,4426,6,5,17,147,697,151,848,848,848,3,1,2,420,149,0.1,141000
691,60,21535,10,6,27,1170,1455,989,2444,2444,4316,10,2,3,832,382,50,755000
692,60,26178,7,5,32,293,965,245,1210,1238,2519,9,2,2,628,320,27,335000
693,30,5400,5,6,100,0.1,0.1,1073,1073,1073,1073,4,0.1,1,326,0.1,0.1,108480
694,50,6120,5,6,85,0.1,0.1,927,927,1067,1539,5,0.1,2,576,112,0.1,141500
695,20,13811,6,6,34,72,980,92,1112,1137,1137,5,1,2,551,125,0.1,176000
696,30,6000,5,7,100,0.1,616,0.1,616,616,616,4,0.1,1,205,0.1,0.1,89000
697,20,6420,5,7,69,0.1,210,219,980,1148,1148,6,0.1,1,308,0.1,0.1,123500
698,20,8450,5,8,56,0.1,553,224,894,894,894,5,1,1,336,416,144,138500
699,120,4282,7,5,17,0.1,16,1375,1391,1391,1391,5,0.1,2,530,156,158,196000
700,20,14331,8,5,19,630,1274,526,1800,1800,1800,7,1,3,765,270,78,312500
701,20,9600,7,5,52,168,0.1,1164,1164,1164,1164,6,0.1,2,528,0.1,0.1,140000
702,60,12438,8,5,15,466,0.1,1234,1234,1264,2576,10,1,3,666,324,100,361919
703,190,7630,5,9,121,0.1,0.1,360,360,1032,1812,8,1,2,672,344,0.1,140000
704,20,8400,7,5,17,109,712,761,1473,1484,1484,7,0.1,2,606,0.1,35,213000
705,190,5600,4,5,91,0.1,0.1,0.1,0.1,372,1092,7,0.1,0.1,0.1,0.1,0.1,55000
706,20,115149,7,5,50,351,1219,424,1643,1824,1824,5,2,2,739,380,48,302000
707,120,6240,8,5,15,176,863,461,1324,1324,1324,6,1,2,550,192,38,254000
708,60,9018,7,5,14,0.1,0.1,728,728,728,1456,8,1,2,400,100,24,179540
709,20,7162,5,7,55,41,0.1,876,876,904,904,6,0.1,1,408,0.1,0.1,109900
710,30,4130,3,6,86,0.1,0.1,270,270,729,729,5,0.1,0.1,0.1,0.1,0.1,52000
711,50,8712,4,7,121,0.1,0.1,859,859,859,1178,7,0.1,1,384,68,0.1,102776
712,120,4671,8,5,33,0.1,767,461,1228,1228,1228,5,1,2,472,168,120,189000
713,190,9873,4,5,51,160,789,171,960,960,960,6,0.1,2,576,0.1,288,129000
714,60,13517,6,8,45,289,533,192,725,725,1479,6,0.1,2,475,0.1,44,130500
715,20,10140,6,5,47,174,0.1,1064,1064,1350,1350,7,1,2,478,0.1,0.1,165000
716,70,10800,7,8,131,0.1,0.1,718,718,1576,2554,8,0.1,2,704,0.1,48,159500
717,20,10000,5,6,48,0.1,1084,92,1176,1178,1178,5,1,2,439,224,0.1,157000
718,60,10542,7,5,28,651,1173,138,1311,1325,2418,9,1,3,983,250,154,341000
719,20,9920,5,6,52,0.1,523,448,971,971,971,5,1,1,300,0.1,0.1,128500
720,120,6563,8,5,36,0.1,1148,594,1742,1742,1742,5,1,2,564,114,28,275000
721,120,4426,6,5,17,169,662,186,848,848,848,3,0.1,2,420,160,0.1,143000
722,20,8120,4,7,51,0.1,191,673,864,864,864,5,0.1,2,463,0.1,0.1,124500
723,50,8172,4,6,67,0.1,0.1,941,941,997,1470,7,0.1,1,548,0.1,0.1,135000
724,20,13286,9,5,14,340,1234,464,1698,1698,1698,8,1,3,768,327,64,320000
725,20,6960,4,6,51,0.1,375,250,864,864,864,5,0.1,2,660,96,0.1,120500
726,20,21695,6,9,33,260,808,72,880,1680,1680,5,1,2,540,292,44,222000
727,20,7314,7,5,14,82,724,508,1232,1232,1232,6,0.1,2,632,132,0.1,194500
728,90,11475,5,5,63,95,0.1,1584,1584,1776,1776,9,0.1,3,888,0.1,25,110000
729,30,6240,4,5,96,0.1,152,628,780,848,1208,5,0.1,2,539,0.1,23,103000
730,120,5389,8,5,26,0.1,1180,415,1595,1616,1616,5,1,2,608,237,152,236500
731,80,9590,7,5,18,442,786,82,868,1146,1146,6,1,2,438,160,22,187500
732,60,11404,7,5,23,202,252,901,1153,1153,2031,8,1,2,541,192,84,222500
733,20,10000,5,6,60,0.1,594,270,864,1144,1144,6,1,1,264,165,0.1,131400
734,20,8978,5,5,53,0.1,0.1,948,948,948,948,6,0.1,1,300,147,0.1,108000
735,75,10800,7,7,107,0.1,390,490,880,880,1768,6,2,2,320,0.1,341,163000
736,90,8544,3,4,71,0.1,0.1,0.1,0.1,1040,1040,6,0.1,2,400,0.1,0.1,93500
737,60,10463,8,5,16,0.1,0.1,893,893,901,1801,8,1,3,800,0.1,116,239900
738,90,10800,5,5,34,0.1,1200,0.1,1200,1200,1200,5,0.1,0.1,0.1,120,0.1,179000
739,60,9313,7,5,17,0.1,0.1,864,864,864,1728,7,0.1,2,572,187,56,190000
740,70,9600,5,7,111,0.1,0.1,264,264,768,1432,7,0.1,2,360,270,0.1,132000
741,20,6768,6,8,60,0.1,832,80,912,912,912,5,0.1,1,288,168,0.1,142000
742,20,8450,7,5,21,108,0.1,1349,1349,1349,1349,6,0.1,2,539,120,55,179000
743,80,12886,5,6,58,0.1,444,76,520,1464,1464,6,1,2,480,302,0.1,175000
744,120,5395,8,5,28,0.1,733,604,1337,1337,1337,5,1,2,462,96,0.1,180000
745,60,8963,8,9,45,289,575,487,1142,1175,2715,11,2,2,831,0.1,204,299800
746,60,8795,7,5,21,0.1,300,652,952,980,2256,8,1,2,554,224,54,236000
747,70,11700,7,7,141,0.1,0.1,1240,1240,1320,2640,8,1,4,864,181,0.1,265979
748,20,10593,7,5,25,338,919,801,1720,1720,1720,7,1,2,527,240,56,260400
749,50,8405,4,3,76,0.1,0.1,0.1,0.1,1088,1529,9,0.1,1,240,92,0.1,98000
750,50,8800,4,7,111,0.1,0.1,576,576,792,1140,7,0.1,0.1,0.1,0.1,160,96500
751,60,7750,7,5,18,0.1,0.1,660,660,660,1320,6,0.1,2,400,0.1,48,162000
752,20,9236,6,5,24,0.1,1200,279,1479,1494,1494,6,0.1,2,576,168,27,217000
753,60,10240,8,5,16,178,0.1,1030,1030,1038,2098,8,1,3,878,192,52,275500
754,20,7930,6,8,52,0.1,439,115,1026,1026,1026,5,0.1,2,440,171,48,156000
755,160,3230,6,5,22,894,381,348,729,742,1471,6,0.1,2,440,0.1,24,172500
756,60,10769,8,5,14,0.1,20,846,866,866,1768,7,0.1,2,578,144,105,212000
757,60,11616,6,5,43,328,438,234,672,672,1386,6,1,2,440,335,0.1,158900
758,160,2280,7,5,22,360,549,195,744,757,1501,6,0.1,2,440,0.1,0.1,179400
759,60,12257,8,5,26,513,56,1198,1318,1328,2531,9,1,3,752,222,98,290000
760,20,9100,6,6,62,0.1,612,252,864,864,864,5,0.1,1,300,0.1,0.1,127500
761,30,6911,5,5,97,0.1,405,740,1145,1301,1301,5,0.1,2,440,0.1,0.1,100000
762,60,8640,7,5,12,0.1,24,732,756,764,1547,7,0.1,2,614,169,45,215200
763,60,9430,8,5,22,673,1163,89,1252,1268,2365,8,1,3,856,0.1,128,337000
764,120,9549,8,5,26,0.1,437,0.1,1494,1494,1494,6,1,2,481,0.1,30,270000
765,20,14587,9,5,13,284,0.1,1498,1498,1506,1506,6,1,2,592,0.1,174,264132
766,60,10421,7,5,33,42,394,586,980,980,1714,7,1,2,496,228,66,196500
767,50,12508,6,7,81,0.1,660,323,983,983,1750,7,0.1,1,423,245,0.1,160000
768,20,9100,7,5,17,0.1,24,1836,1860,1836,1836,8,1,2,484,120,33,216837
769,60,53504,8,5,18,603,1416,234,1650,1690,3279,12,1,3,841,503,36,538000
770,85,7252,5,5,39,0.1,685,173,858,858,858,5,0.1,2,576,120,0.1,134900
771,20,8877,4,5,70,0.1,836,0.1,836,1220,1220,6,0.1,2,396,0.1,0.1,102000
772,80,7819,6,5,45,0.1,422,480,1029,1117,1117,6,1,2,672,144,0.1,107000
773,20,10150,5,5,63,1,456,456,912,912,912,5,0.1,1,275,0.1,0.1,114500
774,20,14226,8,5,15,375,0.1,1935,1935,1973,1973,9,1,3,895,315,45,395000
775,120,4500,6,5,23,320,866,338,1204,1204,1204,5,0.1,2,412,0.1,247,162000
776,20,11210,7,5,16,240,20,1594,1614,1614,1614,7,0.1,3,865,144,59,221500
777,20,13350,5,5,47,0.1,762,102,864,894,894,5,1,2,440,241,0.1,142500
778,90,8400,5,5,44,320,0.1,0.1,0.1,2020,2020,10,2,2,630,0.1,0.1,144000
779,90,10530,6,5,44,90,975,0.1,975,1004,1004,4,0.1,2,504,0.1,0.1,135000
780,20,7875,7,5,26,38,0.1,1237,1237,1253,1253,6,1,2,402,220,21,176000
781,60,7153,6,5,29,0.1,387,374,761,810,1603,7,0.1,2,484,0.1,124,175900
782,20,16285,7,5,20,0.1,0.1,1413,1413,1430,1430,6,0.1,2,605,0.1,33,187100
783,85,9101,5,6,43,104,1097,0.1,1097,1110,1110,4,1,2,602,303,30,165500
784,75,6300,6,6,107,0.1,0.1,742,742,742,1484,9,1,0.1,0.1,0.1,291,128000
785,20,9790,6,5,54,0.1,251,491,1372,1342,1342,7,1,2,457,0.1,0.1,161500
786,50,10800,5,6,106,0.1,686,0.1,686,966,1652,7,0.1,1,416,0.1,0.1,139000
787,60,10142,7,5,17,0.1,656,300,956,956,2084,8,0.1,2,618,0.1,45,233000
788,20,6000,4,7,67,0.1,0.1,901,901,901,901,4,0.1,1,281,0.1,0.1,107900
789,60,12205,6,8,55,157,568,264,832,976,2087,9,0.1,2,444,133,168,187500
790,120,3182,7,5,16,11,16,1129,1145,1145,1145,5,1,2,397,100,16,160200
791,80,11333,6,5,45,0.1,539,490,1029,1062,1062,5,2,2,539,120,0.1,146800
792,60,9920,7,5,25,0.1,862,255,1117,1127,2013,8,1,2,455,180,130,269790
793,20,9158,8,5,14,140,0.1,1496,1496,1496,1496,7,0.1,2,474,168,130,225000
794,60,10832,7,5,27,0.1,0.1,712,712,1086,1895,7,1,2,409,143,46,194500
795,60,8400,6,6,41,130,0.1,650,650,888,1564,7,1,2,476,0.1,50,171000
796,20,8197,6,5,44,148,0.1,660,660,1285,1285,7,1,2,528,138,0.1,143500
797,20,7677,5,5,68,0.1,570,203,773,773,773,4,0.1,1,240,0.1,0.1,110000
798,60,13518,9,5,13,860,0.1,1926,1926,1966,3140,11,2,3,820,144,78,485000
799,50,7200,5,7,84,252,569,162,731,981,1768,7,2,1,240,0.1,0.1,175000
800,60,12798,6,5,24,0.1,462,154,616,616,1688,8,0.1,2,603,403,114,200000
801,30,4800,4,7,105,0.1,197,999,1196,1196,1196,5,0.1,2,440,0.1,0.1,109900
802,60,8199,7,5,16,0.1,648,80,728,728,1456,7,1,2,410,36,18,189000
803,60,13891,9,5,13,424,0.1,1734,1734,1734,2822,12,1,3,1020,52,170,582933
804,20,9000,5,5,67,0.1,812,124,936,1128,1128,5,0.1,1,286,0.1,0.1,118000
805,20,12274,7,5,13,256,0.1,1417,1417,1428,1428,6,0.1,2,554,0.1,60,227680
806,80,9750,5,5,54,0.1,400,100,980,980,980,6,0.1,1,384,68,0.1,135500
807,70,21384,5,6,98,0.1,1309,15,1324,1072,1576,6,1,2,528,0.1,312,223500
808,80,13400,5,5,55,1047,516,380,1024,1086,1086,6,1,2,484,0.1,0.1,159950
809,75,8100,5,5,123,0.1,0.1,849,849,1075,2138,11,0.1,2,360,40,156,106000
810,20,10140,6,6,47,99,663,0.1,1040,1309,1309,5,1,2,484,265,0.1,181000
811,120,4438,6,5,17,169,662,186,848,848,848,4,1,2,420,140,0.1,144500
812,20,8712,5,5,69,0.1,0.1,540,540,1044,1044,4,0.1,2,504,0.1,0.1,55993
813,20,9750,6,6,63,243,608,834,1442,1442,1442,7,0.1,1,301,0.1,0.1,157900
814,50,8248,5,7,103,0.1,0.1,686,686,686,1250,7,0.1,1,280,207,0.1,116000
815,20,12137,7,5,23,442,0.1,1649,1649,1661,1661,6,0.1,2,598,0.1,34,224900
816,20,11425,5,6,67,0.1,486,522,1008,1008,1008,4,1,1,275,0.1,0.1,137000
817,20,13265,8,5,19,148,1218,350,1568,1689,1689,7,2,3,857,150,59,271000
818,80,8816,6,7,50,80,504,506,1010,1052,1052,6,0.1,2,440,0.1,0.1,155000
819,120,6371,7,5,12,128,733,625,1358,1358,1358,6,1,2,484,192,35,224000
820,60,7226,7,5,18,0.1,0.1,798,798,798,1640,6,0.1,2,595,0.1,45,183000
821,20,6000,4,4,68,0.1,0.1,936,936,936,936,4,0.1,2,576,0.1,32,93000
822,60,12394,7,5,18,0.1,0.1,847,847,847,1733,7,1,2,433,100,48,225000
823,50,9900,6,7,81,0.1,0.1,778,778,944,1489,7,1,1,240,335,0.1,139500
824,20,11216,8,5,15,0.1,0.1,1489,1489,1489,1489,7,1,2,776,0.1,140,232600
825,20,14803,10,5,14,816,1636,442,2078,2084,2084,7,1,3,1220,188,45,385000
826,45,6130,5,6,97,0.1,784,0.1,784,784,784,5,0.1,0.1,0.1,0.1,0.1,109500
827,20,8529,7,5,20,0.1,20,1434,1454,1434,1434,6,1,2,527,290,39,189000
828,60,28698,5,5,54,0.1,249,0.1,1013,1160,2126,7,0.1,2,538,486,0.1,185000
829,160,2544,7,5,16,0.1,0.1,600,600,520,1223,4,0.1,2,480,0.1,166,147400
830,20,11900,6,5,64,387,1040,352,1392,1392,1392,6,2,2,458,0.1,0.1,166000
831,160,3180,7,5,16,0.1,0.1,600,600,520,1200,4,0.1,2,480,0.1,166,151000
832,60,9548,7,6,18,223,483,458,941,941,1829,7,1,2,613,192,39,237000
833,20,10004,6,6,57,180,196,975,1516,1516,1516,6,0.1,2,472,0.1,0.1,167000
834,20,7875,5,6,60,136,572,572,1144,1144,1144,6,0.1,2,456,0.1,0.1,139950
835,20,9600,4,7,71,0.1,442,625,1067,1067,1067,4,0.1,2,436,290,0.1,128000
836,30,8100,5,6,73,0.1,338,1221,1559,1559,1559,5,0.1,2,812,0.1,116,153500
837,160,1680,6,5,48,158,330,153,483,483,987,5,0.1,1,264,0.1,0.1,100000
838,20,9525,5,6,26,0.1,0.1,1099,1099,1099,1099,6,0.1,1,352,278,0.1,144000
839,50,11767,5,6,75,0.1,352,416,768,768,1200,6,0.1,1,240,0.1,0.1,130500
840,70,12155,6,8,96,0.1,156,516,672,810,1482,7,0.1,1,400,0.1,0.1,140000
841,70,10440,5,8,117,0.1,0.1,650,650,958,1539,8,1,2,686,70,78,157500
842,80,9020,6,7,55,183,312,276,1127,1165,1165,6,0.1,2,490,0.1,129,174900
843,90,8000,5,4,60,0.1,0.1,1800,1800,1800,1800,10,0.1,0.1,0.1,0.1,0.1,141000
844,50,12665,5,8,106,0.1,0.1,876,876,876,1416,7,1,3,720,418,0.1,153900
845,85,16647,5,5,46,0.1,1390,0.1,1390,1701,1701,6,2,2,611,0.1,0.1,171000
846,60,9317,7,5,28,137,513,227,740,1006,1775,7,1,2,425,234,72,213000
847,20,15523,5,6,49,0.1,460,404,864,864,864,5,1,1,338,0.1,0.1,133500
848,50,45600,6,8,113,0.1,0.1,907,907,1307,2358,10,1,2,360,486,40,240000
849,80,9600,6,7,45,360,0.1,528,528,1094,1855,7,1,2,512,113,100,187000
850,120,4435,6,5,18,170,659,189,848,848,848,3,0.1,2,420,140,0.1,131500
851,120,3196,8,5,18,40,0.1,1273,1273,1456,1456,7,1,2,400,143,20,215000
852,75,7128,7,5,80,0.1,364,554,918,918,1646,7,2,1,240,0.1,0.1,164000
853,80,12095,6,6,57,115,564,563,1127,1445,1445,7,1,2,645,180,0.1,158000
854,20,17920,5,4,66,0.1,306,372,1763,1779,1779,6,1,2,454,0.1,418,170000
855,20,6897,5,8,59,0.1,659,381,1040,1040,1040,6,0.1,1,260,0.1,104,127000
856,80,10970,6,6,43,0.1,505,0.1,940,1026,1026,5,0.1,2,576,0.1,0.1,147000
857,60,8125,6,5,27,0.1,0.1,702,702,702,1481,6,1,2,343,0.1,36,174000
858,20,10400,7,5,45,189,0.1,1090,1090,1370,1370,6,1,2,479,0.1,0.1,152000
859,60,11029,6,7,53,220,619,435,1054,1512,2654,9,1,2,619,0.1,65,250000
860,50,7642,7,8,103,0.1,0.1,912,912,912,1426,7,1,1,216,0.1,240,189950
861,190,11625,5,4,56,0.1,841,198,1039,1039,1039,6,0.1,2,504,0.1,0.1,131500
862,20,9672,6,5,37,0.1,338,702,1040,1097,1097,6,0.1,2,480,0.1,0.1,152000
863,20,7931,5,5,62,0.1,1148,0.1,1148,1148,1148,6,0.1,1,672,0.1,0.1,132500
864,20,8640,7,5,14,0.1,0.1,1372,1372,1372,1372,6,0.1,2,529,0.1,140,250580
865,20,8750,5,6,51,76,828,174,1002,1002,1002,5,0.1,2,902,0.1,0.1,148500
866,20,10656,8,5,15,274,0.1,1638,1638,1646,1646,6,1,3,870,192,80,248900
867,20,6970,4,5,60,0.1,932,108,1040,1120,1120,5,0.1,2,544,168,0.1,129000
868,60,14762,5,6,73,0.1,0.1,0.1,0.1,1547,2320,7,1,2,672,120,144,169000
869,60,9938,7,5,28,246,750,300,1050,1062,1949,8,1,2,574,156,90,236000
870,20,6600,5,5,59,0.1,0.1,894,894,894,894,5,0.1,1,308,0.1,0.1,109500
871,60,8750,6,5,23,116,505,299,804,804,1682,7,0.1,2,523,0.1,77,200500
872,20,8892,5,7,68,0.1,0.1,105,105,910,910,5,0.1,2,414,196,0.1,116000
873,40,12144,5,7,72,0.1,375,457,832,1036,1268,6,1,1,288,0.1,28,133000
874,50,5720,5,6,80,0.1,0.1,676,676,676,1131,5,0.1,1,200,26,0.1,66500
875,60,9000,8,5,14,0.1,64,1120,1184,1184,2610,11,1,2,550,208,364,303477
876,20,25286,4,5,58,0.1,633,431,1064,1040,1040,5,0.1,2,648,0.1,0.1,132250
877,60,8834,9,5,17,216,1170,292,1462,1462,2224,10,1,3,738,184,0.1,350000
