MSSubClass,LotArea,OverallQual,OverallCond,Houseage,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,SalePrice
160,5062,7,5,37,0,828,180,1190,1190,2090,6,1,2,577,219,0,207500
60,10207,7,6,14,0,0,874,874,874,1761,7,0,2,578,144,105,227875
160,5105,7,5,17,0,239,312,551,551,1102,4,0,2,480,0,60,148800
20,8089,8,6,14,0,945,474,1419,1419,1419,7,1,2,567,140,0,392000
120,7577,6,5,16,256,20,1342,1362,1362,1362,6,1,2,460,192,28,194700
120,4426,6,5,17,147,697,151,848,848,848,3,1,2,420,149,0,141000
60,21535,10,6,27,1170,1455,989,2444,2444,4316,10,2,3,832,382,50,755000
60,26178,7,5,32,293,965,245,1210,1238,2519,9,2,2,628,320,27,335000
30,5400,5,6,100,0,0,1073,1073,1073,1073,4,0,1,326,0,0,108480
50,6120,5,6,85,0,0,927,927,1067,1539,5,0,2,576,112,0,141500
20,13811,6,6,34,72,980,92,1112,1137,1137,5,1,2,551,125,0,176000
30,6000,5,7,100,0,616,0,616,616,616,4,0,1,205,0,0,89000
20,6420,5,7,69,0,210,219,980,1148,1148,6,0,1,308,0,0,123500
20,8450,5,8,56,0,553,224,894,894,894,5,1,1,336,416,144,138500
120,4282,7,5,17,0,16,1375,1391,1391,1391,5,0,2,530,156,158,196000
20,14331,8,5,19,630,1274,526,1800,1800,1800,7,1,3,765,270,78,312500
20,9600,7,5,52,168,0,1164,1164,1164,1164,6,0,2,528,0,0,140000
60,12438,8,5,15,466,0,1234,1234,1264,2576,10,1,3,666,324,100,361919
190,7630,5,9,121,0,0,360,360,1032,1812,8,1,2,672,344,0,140000
20,8400,7,5,17,109,712,761,1473,1484,1484,7,0,2,606,0,35,213000
190,5600,4,5,91,0,0,0,0,372,1092,7,0,0,0,0,0,55000
20,115149,7,5,50,351,1219,424,1643,1824,1824,5,2,2,739,380,48,302000
120,6240,8,5,15,176,863,461,1324,1324,1324,6,1,2,550,192,38,254000
60,9018,7,5,14,0,0,728,728,728,1456,8,1,2,400,100,24,179540
20,7162,5,7,55,41,0,876,876,904,904,6,0,1,408,0,0,109900
30,4130,3,6,86,0,0,270,270,729,729,5,0,0,0,0,0,52000
50,8712,4,7,121,0,0,859,859,859,1178,7,0,1,384,68,0,102776
120,4671,8,5,33,0,767,461,1228,1228,1228,5,1,2,472,168,120,189000
190,9873,4,5,51,160,789,171,960,960,960,6,0,2,576,0,288,129000
60,13517,6,8,45,289,533,192,725,725,1479,6,0,2,475,0,44,130500
20,10140,6,5,47,174,0,1064,1064,1350,1350,7,1,2,478,0,0,165000
70,10800,7,8,131,0,0,718,718,1576,2554,8,0,2,704,0,48,159500
20,10000,5,6,48,0,1084,92,1176,1178,1178,5,1,2,439,224,0,157000
60,10542,7,5,28,651,1173,138,1311,1325,2418,9,1,3,983,250,154,341000
20,9920,5,6,52,0,523,448,971,971,971,5,1,1,300,0,0,128500
120,6563,8,5,36,0,1148,594,1742,1742,1742,5,1,2,564,114,28,275000
120,4426,6,5,17,169,662,186,848,848,848,3,0,2,420,160,0,143000
20,8120,4,7,51,0,191,673,864,864,864,5,0,2,463,0,0,124500
50,8172,4,6,67,0,0,941,941,997,1470,7,0,1,548,0,0,135000
20,13286,9,5,14,340,1234,464,1698,1698,1698,8,1,3,768,327,64,320000
20,6960,4,6,51,0,375,250,864,864,864,5,0,2,660,96,0,120500
20,21695,6,9,33,260,808,72,880,1680,1680,5,1,2,540,292,44,222000
20,7314,7,5,14,82,724,508,1232,1232,1232,6,0,2,632,132,0,194500
90,11475,5,5,63,95,0,1584,1584,1776,1776,9,0,3,888,0,25,110000
30,6240,4,5,96,0,152,628,780,848,1208,5,0,2,539,0,23,103000
120,5389,8,5,26,0,1180,415,1595,1616,1616,5,1,2,608,237,152,236500
80,9590,7,5,18,442,786,82,868,1146,1146,6,1,2,438,160,22,187500
60,11404,7,5,23,202,252,901,1153,1153,2031,8,1,2,541,192,84,222500
20,10000,5,6,60,0,594,270,864,1144,1144,6,1,1,264,165,0,131400
20,8978,5,5,53,0,0,948,948,948,948,6,0,1,300,147,0,108000
75,10800,7,7,107,0,390,490,880,880,1768,6,2,2,320,0,341,163000
90,8544,3,4,71,0,0,0,0,1040,1040,6,0,2,400,0,0,93500
60,10463,8,5,16,0,0,893,893,901,1801,8,1,3,800,0,116,239900
90,10800,5,5,34,0,1200,0,1200,1200,1200,5,0,0,0,120,0,179000
60,9313,7,5,17,0,0,864,864,864,1728,7,0,2,572,187,56,190000
70,9600,5,7,111,0,0,264,264,768,1432,7,0,2,360,270,0,132000
20,6768,6,8,60,0,832,80,912,912,912,5,0,1,288,168,0,142000
20,8450,7,5,21,108,0,1349,1349,1349,1349,6,0,2,539,120,55,179000
80,12886,5,6,58,0,444,76,520,1464,1464,6,1,2,480,302,0,175000
120,5395,8,5,28,0,733,604,1337,1337,1337,5,1,2,462,96,0,180000
60,8963,8,9,45,289,575,487,1142,1175,2715,11,2,2,831,0,204,299800
60,8795,7,5,21,0,300,652,952,980,2256,8,1,2,554,224,54,236000
70,11700,7,7,141,0,0,1240,1240,1320,2640,8,1,4,864,181,0,265979
20,10593,7,5,25,338,919,801,1720,1720,1720,7,1,2,527,240,56,260400
50,8405,4,3,76,0,0,0,0,1088,1529,9,0,1,240,92,0,98000
50,8800,4,7,111,0,0,576,576,792,1140,7,0,0,0,0,160,96500
60,7750,7,5,18,0,0,660,660,660,1320,6,0,2,400,0,48,162000
20,9236,6,5,24,0,1200,279,1479,1494,1494,6,0,2,576,168,27,217000
60,10240,8,5,16,178,0,1030,1030,1038,2098,8,1,3,878,192,52,275500
20,7930,6,8,52,0,439,115,1026,1026,1026,5,0,2,440,171,48,156000
160,3230,6,5,22,894,381,348,729,742,1471,6,0,2,440,0,24,172500
60,10769,8,5,14,0,20,846,866,866,1768,7,0,2,578,144,105,212000
60,11616,6,5,43,328,438,234,672,672,1386,6,1,2,440,335,0,158900
160,2280,7,5,22,360,549,195,744,757,1501,6,0,2,440,0,0,179400
60,12257,8,5,26,513,56,1198,1318,1328,2531,9,1,3,752,222,98,290000
20,9100,6,6,62,0,612,252,864,864,864,5,0,1,300,0,0,127500
30,6911,5,5,97,0,405,740,1145,1301,1301,5,0,2,440,0,0,100000
60,8640,7,5,12,0,24,732,756,764,1547,7,0,2,614,169,45,215200
60,9430,8,5,22,673,1163,89,1252,1268,2365,8,1,3,856,0,128,337000
120,9549,8,5,26,0,437,0,1494,1494,1494,6,1,2,481,0,30,270000
20,14587,9,5,13,284,0,1498,1498,1506,1506,6,1,2,592,0,174,264132
60,10421,7,5,33,42,394,586,980,980,1714,7,1,2,496,228,66,196500
50,12508,6,7,81,0,660,323,983,983,1750,7,0,1,423,245,0,160000
20,9100,7,5,17,0,24,1836,1860,1836,1836,8,1,2,484,120,33,216837
60,53504,8,5,18,603,1416,234,1650,1690,3279,12,1,3,841,503,36,538000
85,7252,5,5,39,0,685,173,858,858,858,5,0,2,576,120,0,134900
20,8877,4,5,70,0,836,0,836,1220,1220,6,0,2,396,0,0,102000
80,7819,6,5,45,0,422,480,1029,1117,1117,6,1,2,672,144,0,107000
20,10150,5,5,63,1,456,456,912,912,912,5,0,1,275,0,0,114500
20,14226,8,5,15,375,0,1935,1935,1973,1973,9,1,3,895,315,45,395000
120,4500,6,5,23,320,866,338,1204,1204,1204,5,0,2,412,0,247,162000
20,11210,7,5,16,240,20,1594,1614,1614,1614,7,0,3,865,144,59,221500
20,13350,5,5,47,0,762,102,864,894,894,5,1,2,440,241,0,142500
90,8400,5,5,44,320,0,0,0,2020,2020,10,2,2,630,0,0,144000
90,10530,6,5,44,90,975,0,975,1004,1004,4,0,2,504,0,0,135000
20,7875,7,5,26,38,0,1237,1237,1253,1253,6,1,2,402,220,21,176000
60,7153,6,5,29,0,387,374,761,810,1603,7,0,2,484,0,124,175900
20,16285,7,5,20,0,0,1413,1413,1430,1430,6,0,2,605,0,33,187100
85,9101,5,6,43,104,1097,0,1097,1110,1110,4,1,2,602,303,30,165500
75,6300,6,6,107,0,0,742,742,742,1484,9,1,0,0,0,291,128000
20,9790,6,5,54,0,251,491,1372,1342,1342,7,1,2,457,0,0,161500
50,10800,5,6,106,0,686,0,686,966,1652,7,0,1,416,0,0,139000
60,10142,7,5,17,0,656,300,956,956,2084,8,0,2,618,0,45,233000
20,6000,4,7,67,0,0,901,901,901,901,4,0,1,281,0,0,107900
60,12205,6,8,55,157,568,264,832,976,2087,9,0,2,444,133,168,187500
120,3182,7,5,16,11,16,1129,1145,1145,1145,5,1,2,397,100,16,160200
80,11333,6,5,45,0,539,490,1029,1062,1062,5,2,2,539,120,0,146800
60,9920,7,5,25,0,862,255,1117,1127,2013,8,1,2,455,180,130,269790
20,9158,8,5,14,140,0,1496,1496,1496,1496,7,0,2,474,168,130,225000
60,10832,7,5,27,0,0,712,712,1086,1895,7,1,2,409,143,46,194500
60,8400,6,6,41,130,0,650,650,888,1564,7,1,2,476,0,50,171000
20,8197,6,5,44,148,0,660,660,1285,1285,7,1,2,528,138,0,143500
20,7677,5,5,68,0,570,203,773,773,773,4,0,1,240,0,0,110000
60,13518,9,5,13,860,0,1926,1926,1966,3140,11,2,3,820,144,78,485000
50,7200,5,7,84,252,569,162,731,981,1768,7,2,1,240,0,0,175000
60,12798,6,5,24,0,462,154,616,616,1688,8,0,2,603,403,114,200000
30,4800,4,7,105,0,197,999,1196,1196,1196,5,0,2,440,0,0,109900
60,8199,7,5,16,0,648,80,728,728,1456,7,1,2,410,36,18,189000
60,13891,9,5,13,424,0,1734,1734,1734,2822,12,1,3,1020,52,170,582933
20,9000,5,5,67,0,812,124,936,1128,1128,5,0,1,286,0,0,118000
20,12274,7,5,13,256,0,1417,1417,1428,1428,6,0,2,554,0,60,227680
80,9750,5,5,54,0,400,100,980,980,980,6,0,1,384,68,0,135500
70,21384,5,6,98,0,1309,15,1324,1072,1576,6,1,2,528,0,312,223500
80,13400,5,5,55,1047,516,380,1024,1086,1086,6,1,2,484,0,0,159950
75,8100,5,5,123,0,0,849,849,1075,2138,11,0,2,360,40,156,106000
20,10140,6,6,47,99,663,0,1040,1309,1309,5,1,2,484,265,0,181000
120,4438,6,5,17,169,662,186,848,848,848,4,1,2,420,140,0,144500
20,8712,5,5,69,0,0,540,540,1044,1044,4,0,2,504,0,0,55993
20,9750,6,6,63,243,608,834,1442,1442,1442,7,0,1,301,0,0,157900
50,8248,5,7,103,0,0,686,686,686,1250,7,0,1,280,207,0,116000
20,12137,7,5,23,442,0,1649,1649,1661,1661,6,0,2,598,0,34,224900
20,11425,5,6,67,0,486,522,1008,1008,1008,4,1,1,275,0,0,137000
20,13265,8,5,19,148,1218,350,1568,1689,1689,7,2,3,857,150,59,271000
80,8816,6,7,50,80,504,506,1010,1052,1052,6,0,2,440,0,0,155000
120,6371,7,5,12,128,733,625,1358,1358,1358,6,1,2,484,192,35,224000
60,7226,7,5,18,0,0,798,798,798,1640,6,0,2,595,0,45,183000
20,6000,4,4,68,0,0,936,936,936,936,4,0,2,576,0,32,93000
60,12394,7,5,18,0,0,847,847,847,1733,7,1,2,433,100,48,225000
50,9900,6,7,81,0,0,778,778,944,1489,7,1,1,240,335,0,139500
20,11216,8,5,15,0,0,1489,1489,1489,1489,7,1,2,776,0,140,232600
20,14803,10,5,14,816,1636,442,2078,2084,2084,7,1,3,1220,188,45,385000
45,6130,5,6,97,0,784,0,784,784,784,5,0,0,0,0,0,109500
20,8529,7,5,20,0,20,1434,1454,1434,1434,6,1,2,527,290,39,189000
60,28698,5,5,54,0,249,0,1013,1160,2126,7,0,2,538,486,0,185000
160,2544,7,5,16,0,0,600,600,520,1223,4,0,2,480,0,166,147400
20,11900,6,5,64,387,1040,352,1392,1392,1392,6,2,2,458,0,0,166000
160,3180,7,5,16,0,0,600,600,520,1200,4,0,2,480,0,166,151000
60,9548,7,6,18,223,483,458,941,941,1829,7,1,2,613,192,39,237000
20,10004,6,6,57,180,196,975,1516,1516,1516,6,0,2,472,0,0,167000
20,7875,5,6,60,136,572,572,1144,1144,1144,6,0,2,456,0,0,139950
20,9600,4,7,71,0,442,625,1067,1067,1067,4,0,2,436,290,0,128000
30,8100,5,6,73,0,338,1221,1559,1559,1559,5,0,2,812,0,116,153500
160,1680,6,5,48,158,330,153,483,483,987,5,0,1,264,0,0,100000
20,9525,5,6,26,0,0,1099,1099,1099,1099,6,0,1,352,278,0,144000
50,11767,5,6,75,0,352,416,768,768,1200,6,0,1,240,0,0,130500
70,12155,6,8,96,0,156,516,672,810,1482,7,0,1,400,0,0,140000
70,10440,5,8,117,0,0,650,650,958,1539,8,1,2,686,70,78,157500
80,9020,6,7,55,183,312,276,1127,1165,1165,6,0,2,490,0,129,174900
90,8000,5,4,60,0,0,1800,1800,1800,1800,10,0,0,0,0,0,141000
50,12665,5,8,106,0,0,876,876,876,1416,7,1,3,720,418,0,153900
85,16647,5,5,46,0,1390,0,1390,1701,1701,6,2,2,611,0,0,171000
60,9317,7,5,28,137,513,227,740,1006,1775,7,1,2,425,234,72,213000
20,15523,5,6,49,0,460,404,864,864,864,5,1,1,338,0,0,133500
50,45600,6,8,113,0,0,907,907,1307,2358,10,1,2,360,486,40,240000
80,9600,6,7,45,360,0,528,528,1094,1855,7,1,2,512,113,100,187000
120,4435,6,5,18,170,659,189,848,848,848,3,0,2,420,140,0,131500
120,3196,8,5,18,40,0,1273,1273,1456,1456,7,1,2,400,143,20,215000
75,7128,7,5,80,0,364,554,918,918,1646,7,2,1,240,0,0,164000
80,12095,6,6,57,115,564,563,1127,1445,1445,7,1,2,645,180,0,158000
20,17920,5,4,66,0,306,372,1763,1779,1779,6,1,2,454,0,418,170000
20,6897,5,8,59,0,659,381,1040,1040,1040,6,0,1,260,0,104,127000
80,10970,6,6,43,0,505,0,940,1026,1026,5,0,2,576,0,0,147000
60,8125,6,5,27,0,0,702,702,702,1481,6,1,2,343,0,36,174000
20,10400,7,5,45,189,0,1090,1090,1370,1370,6,1,2,479,0,0,152000
60,11029,6,7,53,220,619,435,1054,1512,2654,9,1,2,619,0,65,250000
50,7642,7,8,103,0,0,912,912,912,1426,7,1,1,216,0,240,189950
190,11625,5,4,56,0,841,198,1039,1039,1039,6,0,2,504,0,0,131500
20,9672,6,5,37,0,338,702,1040,1097,1097,6,0,2,480,0,0,152000
20,7931,5,5,62,0,1148,0,1148,1148,1148,6,0,1,672,0,0,132500
20,8640,7,5,14,0,0,1372,1372,1372,1372,6,0,2,529,0,140,250580
20,8750,5,6,51,76,828,174,1002,1002,1002,5,0,2,902,0,0,148500
20,10656,8,5,15,274,0,1638,1638,1646,1646,6,1,3,870,192,80,248900
20,6970,4,5,60,0,932,108,1040,1120,1120,5,0,2,544,168,0,129000
60,14762,5,6,73,0,0,0,0,1547,2320,7,1,2,672,120,144,169000
60,9938,7,5,28,246,750,300,1050,1062,1949,8,1,2,574,156,90,236000
20,6600,5,5,59,0,0,894,894,894,894,5,0,1,308,0,0,109500
60,8750,6,5,23,116,505,299,804,804,1682,7,0,2,523,0,77,200500
20,8892,5,7,68,0,0,105,105,910,910,5,0,2,414,196,0,116000
40,12144,5,7,72,0,375,457,832,1036,1268,6,1,1,288,0,28,133000
50,5720,5,6,80,0,0,676,676,676,1131,5,0,1,200,26,0,66500
60,9000,8,5,14,0,64,1120,1184,1184,2610,11,1,2,550,208,364,303477
20,25286,4,5,58,0,633,431,1064,1040,1040,5,0,2,648,0,0,132250
60,8834,9,5,17,216,1170,292,1462,1462,2224,10,1,3,738,184,0,350000
85,11782,5,7,60,0,899,210,1109,1155,1155,6,0,2,576,192,0,148000
20,7000,5,8,43,90,646,218,864,864,864,6,0,1,336,0,0,136500
20,7024,5,5,16,0,980,110,1090,1090,1090,5,0,2,450,0,49,157000
50,13758,7,5,31,117,902,254,1156,1187,1717,7,1,2,400,168,36,187500
60,9636,6,5,29,0,0,808,808,808,1593,7,1,2,389,342,40,178000
75,6204,4,5,109,0,0,795,795,954,2230,10,0,1,440,0,188,118500
20,7150,5,5,54,60,432,460,892,892,892,5,0,1,288,0,0,100000
120,5119,9,5,22,60,1238,460,1698,1709,1709,5,1,2,506,97,65,328900
90,8393,5,5,62,122,528,1098,1626,1712,1712,8,0,2,588,272,54,145000
50,16466,5,7,66,0,0,816,816,872,1393,8,0,1,300,121,0,135500
20,15865,8,6,51,0,351,1043,2217,2217,2217,8,1,2,621,81,207,268000
20,12160,6,4,68,90,1024,481,1505,1505,1505,6,1,2,505,0,0,149500
50,8064,5,7,72,0,0,672,672,672,924,6,1,2,576,0,0,122900
60,11184,6,5,43,92,226,192,918,918,1683,7,1,2,440,243,0,172500
20,8414,6,8,58,0,663,396,1059,1068,1068,6,0,1,264,192,0,154500
20,13284,5,5,67,0,1064,319,1383,1383,1383,6,1,1,354,511,116,165000
90,7018,5,5,42,0,0,0,0,1535,1535,8,0,2,400,0,0,118858
60,7056,6,5,58,415,400,380,780,983,1796,8,1,2,483,0,50,140000
30,8765,4,6,85,0,285,666,951,951,951,6,0,1,327,0,28,106500
90,7018,5,5,42,0,0,0,0,1120,2240,12,0,2,528,154,0,142953
20,12919,9,5,12,760,2188,142,2330,2364,2364,11,2,3,820,0,67,611657
20,6993,5,7,60,0,465,447,912,1236,1236,6,1,1,288,0,0,135000
20,7340,4,6,50,0,322,536,858,858,858,4,0,1,684,0,0,110000
20,8712,5,7,64,0,860,132,992,1306,1306,5,0,1,756,0,0,153000
60,7875,7,5,18,0,0,783,783,807,1509,8,1,2,393,0,75,180000
20,14859,7,5,15,27,0,1670,1670,1670,1670,7,1,3,690,144,60,240000
20,6173,5,6,54,75,599,277,876,902,902,6,0,1,288,0,0,125500
20,9920,5,5,67,110,354,412,1056,1063,1063,6,0,1,280,0,0,128000
20,13501,8,5,15,208,63,1560,1623,1636,1636,8,1,3,865,0,60,255000
50,11500,7,7,85,0,223,794,1017,1020,2057,6,1,1,180,0,0,250000
20,8885,5,5,38,0,301,239,864,902,902,5,0,2,484,164,0,131000
60,12589,6,5,16,0,0,742,742,742,1484,8,1,2,390,36,24,174000
90,11600,5,5,61,361,443,662,1105,1105,2274,12,0,2,480,0,0,154300
20,9286,5,7,44,0,196,1072,1268,1268,1268,5,0,1,252,173,0,143500
30,6120,5,7,96,0,489,279,768,1015,1015,6,0,1,450,0,0,88000
90,6270,5,6,72,0,284,717,1001,1001,2002,8,0,3,871,0,0,145000
160,3000,6,5,12,76,294,318,612,612,1224,4,0,2,528,0,234,173733
160,2001,4,5,51,80,0,546,546,546,1092,6,0,1,286,0,0,75000
20,9000,2,3,72,0,50,430,480,480,480,4,0,1,308,0,0,35311
20,17140,4,6,65,0,1059,75,1134,1229,1229,6,0,1,284,0,0,135000
60,13125,7,5,30,0,48,422,1104,912,2127,8,1,3,833,72,192,238000
20,11029,6,8,63,0,528,245,1184,1414,1414,6,1,2,601,0,51,176500
60,8462,6,5,27,105,814,114,928,936,1721,7,0,2,471,300,87,201000
90,8777,5,7,121,0,1084,188,1272,1272,2200,9,0,0,0,0,70,145900
20,10237,6,5,16,0,28,1288,1316,1316,1316,6,1,2,397,100,0,169990
120,8012,6,5,28,0,165,598,1604,1617,1617,5,1,2,533,0,69,193000
20,10240,6,6,41,157,625,0,1686,1686,1686,7,1,2,612,384,131,207500
20,15611,5,6,44,0,767,266,1126,1126,1126,6,0,2,540,180,0,175000
60,11999,8,5,18,340,0,1181,1181,1234,2374,10,1,3,656,104,100,285000
60,9900,7,5,53,342,552,280,832,1098,1978,9,1,2,486,0,43,176000
20,11838,8,5,20,0,0,1753,1753,1788,1788,7,1,2,522,202,151,236500
60,13006,7,5,24,285,0,964,964,993,2236,8,1,2,642,0,0,222000
20,8925,8,5,14,0,16,1450,1466,1466,1466,7,0,3,610,100,18,201000
20,9100,5,6,56,0,338,121,925,925,925,5,0,1,429,0,0,117500
20,11670,9,5,15,302,0,1905,1905,1905,1905,8,1,3,788,0,191,320000
20,8487,7,5,17,210,20,1480,1500,1500,1500,6,0,2,570,192,36,190000
20,27650,7,7,61,0,425,160,585,2069,2069,9,1,2,505,0,0,242000
30,5825,4,5,95,108,0,600,600,747,747,5,0,2,528,0,0,79900
20,10083,7,5,18,NA,833,343,1176,1200,1200,5,0,2,555,0,41,184900
60,9675,7,5,16,0,341,772,1113,1113,1971,8,1,2,689,0,48,253000
60,8760,7,5,15,0,464,927,1391,1391,1962,7,0,3,868,0,90,239799
70,24090,7,7,81,0,0,1032,1032,1207,2403,10,2,1,349,56,0,244400
90,12640,6,5,45,0,936,396,1728,1728,1728,8,0,2,574,40,0,150900
60,8755,7,5,22,298,772,220,992,1022,2060,8,1,2,390,0,0,214000
90,7711,4,3,44,0,1440,0,1440,1440,1440,8,0,0,0,321,0,150000
90,25000,5,4,54,0,0,1632,1632,1632,1632,8,0,2,576,0,0,143000
20,14375,6,6,63,541,111,354,819,1344,1344,7,1,2,525,0,118,137500
50,8820,5,6,131,0,1088,0,1088,1188,1869,7,0,2,456,48,0,124900
80,8163,5,6,62,128,748,102,1144,1144,1144,6,1,1,796,86,0,143000
20,14536,8,5,19,236,1300,316,1616,1629,1629,9,1,3,808,0,252,270000
60,14006,7,5,19,144,0,936,936,936,1776,7,1,2,474,144,96,192500
20,9360,6,7,49,0,982,179,1161,1381,1381,5,1,2,676,0,0,197500
20,7200,5,8,71,0,398,317,864,864,864,5,0,2,720,194,0,129000
20,7800,5,5,56,0,641,187,828,965,965,6,0,1,300,421,0,119900
85,7200,5,8,49,0,660,108,768,768,768,5,0,1,396,192,0,133900
60,11075,5,4,52,232,562,29,784,1168,1968,7,1,2,530,305,189,172000
90,9400,6,5,46,250,945,0,945,980,980,4,0,0,0,0,0,127500
90,7136,6,6,75,423,484,495,979,979,1958,8,0,2,492,0,0,145000
160,1300,6,6,41,0,285,276,561,561,1229,5,1,2,462,150,0,124000
20,7420,5,5,59,0,417,640,1057,1057,1057,6,0,2,576,0,0,132000
20,8450,7,5,18,0,699,638,1337,1337,1337,6,0,2,531,0,39,185000
160,2572,7,5,22,0,604,92,696,696,1416,6,0,2,484,0,44,155000
20,7207,5,7,63,0,696,162,858,858,858,4,0,0,0,117,0,116500
60,12227,6,7,44,424,896,434,1330,1542,2872,11,1,2,619,550,282,272000
160,2308,6,6,45,0,556,248,804,804,1548,7,1,2,440,48,0,155000
20,11923,9,5,14,0,0,1800,1800,1800,1800,7,0,2,702,288,136,239000
60,11316,7,5,19,44,624,193,817,824,1894,8,1,2,510,0,40,214900
60,10237,6,5,16,0,0,783,783,783,1484,8,1,2,393,0,72,178900
50,9600,5,7,81,0,428,300,728,976,1308,7,2,1,256,0,70,160000
20,7390,5,7,66,151,902,196,1098,1098,1098,6,0,1,260,0,0,135000
50,5925,3,6,111,0,0,600,600,600,968,6,0,0,0,0,0,37900
190,10382,6,5,63,105,513,75,588,1095,1095,6,0,1,264,0,0,140000
50,10800,4,4,72,0,0,720,720,720,1192,6,0,0,0,0,0,135000
160,2268,7,5,18,106,567,197,764,764,1626,6,0,2,474,0,27,173000
120,7892,6,5,42,0,0,918,918,918,918,5,1,1,264,28,0,99500
20,11639,7,5,14,NA,0,1428,1428,1428,1428,6,0,2,480,0,120,182000
70,11414,7,8,111,0,0,728,728,1136,2019,8,0,2,532,509,135,167500
160,2651,7,5,21,0,641,32,673,673,1382,6,0,2,490,153,50,165000
30,5900,4,7,98,0,0,440,440,869,869,4,0,0,0,0,0,85500
120,4274,7,5,15,NA,1106,135,1241,1241,1241,4,0,2,569,0,116,199900
20,9450,4,5,67,0,552,342,894,894,894,5,0,2,400,0,0,110000
20,8816,5,6,58,0,651,470,1121,1121,1121,5,0,2,480,0,80,139000
85,12122,7,9,60,210,867,77,944,999,999,6,0,2,588,144,76,178400
60,12203,8,5,23,975,854,371,1225,1276,2612,8,1,3,676,250,0,336000
20,3182,7,5,14,16,0,1266,1266,1266,1266,6,1,2,388,100,16,159895
60,11250,8,5,19,0,0,1128,1128,1149,2290,9,1,2,779,0,0,255900
90,10125,5,5,44,0,0,0,0,1302,1734,8,0,2,539,0,0,126000
190,10880,5,5,71,0,1040,124,1164,1164,1164,5,0,1,240,0,48,125000
50,5310,6,8,111,0,0,485,485,1001,1635,5,0,1,255,394,0,117000
20,10159,9,5,12,450,1646,284,1930,1940,1940,8,1,3,606,168,95,395192
60,12046,6,6,45,298,156,692,848,1118,2030,8,1,2,551,0,224,195000
60,8125,7,5,15,0,0,770,770,778,1576,6,0,2,614,0,50,197000
60,9452,8,5,24,423,1074,322,1396,1407,2392,7,1,3,870,0,70,348000
70,17671,8,9,139,0,216,700,916,916,1742,8,1,2,424,0,169,168000
60,9760,6,8,57,340,536,169,822,1020,1851,7,1,2,440,239,42,187000
60,8846,6,5,16,0,0,750,750,750,1500,6,0,2,564,0,35,173900
20,12456,10,5,15,230,1172,528,1700,1718,1718,7,1,3,786,216,48,337500
50,4712,4,7,75,0,384,363,747,774,1230,5,0,1,305,0,57,121600
20,10659,5,6,60,0,915,135,1050,1050,1050,6,0,1,368,0,319,136500
20,11717,6,6,51,571,0,1442,1442,1442,1442,6,1,2,615,371,0,185000
30,9786,3,4,99,0,0,1007,1007,1077,1077,6,1,1,210,0,100,91000
20,6762,7,5,15,24,686,501,1187,1208,1208,6,0,2,632,105,61,206000
20,10206,3,3,69,0,0,0,0,944,944,4,0,2,528,0,0,82000
30,5400,5,6,101,0,0,691,691,691,691,4,0,1,216,0,20,86000
20,11957,8,5,15,53,24,1550,1574,1574,1574,7,1,3,824,144,104,232000
90,11500,5,6,45,164,0,1680,1680,1680,1680,8,0,2,528,0,0,136905
120,3182,7,5,16,16,16,1330,1346,1504,1504,7,1,2,457,156,0,181000
80,8385,5,8,44,220,595,390,985,985,985,6,0,1,328,210,0,149900
20,12155,6,3,51,0,1237,420,1657,1657,1657,7,1,2,484,0,0,163500
160,2217,4,4,51,0,273,0,546,546,1092,6,0,1,286,238,0,88000
20,12118,7,5,17,108,0,1710,1710,1710,1710,7,1,2,550,100,48,240000
50,6000,5,5,95,0,0,1008,1008,1008,1522,7,0,0,0,0,0,102000
50,21286,5,5,73,0,0,720,720,720,1271,7,1,1,312,0,0,135000
90,9825,5,5,56,0,0,0,0,1664,1664,8,0,0,0,0,0,100000
70,10592,6,7,98,0,0,602,602,900,1502,7,2,1,180,96,0,165000
30,7200,5,4,111,0,247,310,1022,1022,1022,4,0,1,280,0,30,85000
20,11664,6,5,73,206,336,746,1082,1082,1082,5,1,1,240,0,130,119200
60,8400,8,6,20,0,643,167,810,810,1665,6,0,2,528,0,45,227000
20,11883,7,5,25,196,690,814,1504,1504,1504,6,1,2,478,115,66,203000
120,5814,8,5,37,0,1036,184,1220,1360,1360,4,1,2,565,63,0,187500
80,10784,7,5,30,76,0,384,384,802,1472,7,1,2,402,164,0,160000
120,3013,7,5,16,145,16,1346,1362,1506,1506,6,1,2,440,142,20,213490
20,7024,4,5,16,0,1024,108,1132,1132,1132,5,0,2,451,252,64,176000
20,7406,7,5,15,84,684,515,1199,1220,1220,6,0,2,632,105,54,194000
50,9439,5,5,91,0,324,588,912,912,1248,6,0,1,160,0,0,87000
120,3182,7,5,16,14,16,1330,1346,1504,1504,7,1,2,437,156,20,191000
20,15498,8,6,45,0,1165,0,1565,2898,2898,10,1,2,665,0,72,287000
20,7700,5,5,49,0,138,276,882,882,882,5,0,2,461,96,0,112500
20,9300,5,5,61,324,697,571,1268,1264,1264,6,2,2,461,0,0,167500
20,9520,8,5,14,338,1513,125,1638,1646,1646,7,1,3,800,192,44,293077
50,9492,5,5,80,0,368,359,768,968,1376,6,1,1,240,0,0,105000
